"isolate_id","collection_year"
"ZM1491M",2006
"ZM1492M",2006
"ZM1493F",2006
"ZM1494F",2006
"ZM1494F",2007
"ZM1494F",2008
"ZM1494F_18-Nov-2006",2006
"ZM1494M",2006
"ZM1502M",2006
"ZM1505F",2006
"ZM1507M_03-May-2006",2006
"ZM1509M_06-Feb-2008",2008
"ZM150F",2001
"ZM150F",2002
"ZM150M",2001
"ZM1511F",2007
"ZM1511M",2006
"ZM1511M",2007
"ZM1515F",2006
"ZM1515M",2006
"ZM1515M",2007
"ZM1515M",2008
"ZM1515M_09-Nov-2006",2006
"ZM151M",2002
"ZM1534F",2009
"ZM1534F_10-Dec-2009",2009
"ZM1534M",2009
"ZM1541M_23-Jan-2009",2009
"ZM1550F",2007
"ZM1550M",2007
"ZM1550M",2008
"ZM155F",2001
"ZM155M",2001
"ZM1573F",2006
"ZM1573F",2007
"ZM1573F",2008
"ZM1573F_23-Feb-2006",2006
"ZM1573M",2006
"ZM1581M",2005
"ZM1585F",2006
"ZM1586M",2006
"ZM1587F",2006
"ZM1590M",2006
"ZM1591F",2006
"ZM1592M",2006
"ZM1599M",2006
"ZM1600F",2006
"ZM1613F",2006
"ZM1613F",2007
"ZM1613F",2008
"ZM1613F_17-Jun-2006",2006
"ZM1613M",2006
"ZM1626F",2006
"ZM1626M",2005
"ZM1626M",2006
"ZM1626M",2007
"ZM1626M",2008
"ZM1626M_23-Aug-2006",2006
"ZM1639M_20-Feb-2009",2009
"ZM164F",2002
"ZM164M",2002
"ZM164M_07-Aug-2009",2009
"ZM1656M",2005
"ZM1657M",2005
"ZM1658F",2006
"ZM1658F",2007
"ZM1658F",2008
"ZM1658F_08-Jun-2006",2006
"ZM1658M",2006
"ZM1662F",2006
"ZM1662F",2007
"ZM1662F",2008
"ZM1662F_08-Jun-2006",2006
"ZM1662M",2006
"ZM1672F",2006
"ZM1675M",2006
"ZM1685F",2006
"ZM1685M",2006
"ZM1685M",2007
"ZM1685M",2008
"ZM1685M_09-Mar-2006",2006
"ZM1688M",2006
"ZM1689M",2006
"ZM1691F",2006
"ZM1693M",2006
"ZM1696F",2006
"ZM1697M",2006
"ZM1699F",2008
"ZM1699F_30-Sep-2008",2008
"ZM1699M",2008
"ZM16M_07-Jun-2007",2007
"ZM1707F_15-Dec-2007",2007
"ZM1707M",2006
"ZM1710F",2006
"ZM1710F",2007
"ZM1710F",2008
"ZM1710F_14-Nov-2006",2006
"ZM1710M",2006
"ZM173F",2001
"ZM173M",2001
"ZM1747F",2009
"ZM1747M",2009
"ZM174F",2001
"ZM1754M",2006
"ZM176F",2002
"ZM176M",2002
"ZM177F",2004
"ZM177F",2005
"ZM177M",2004
"ZM1781F",2008
"ZM1781M",2008
"ZM1781M_12-Feb-2008",2008
"ZM1788F",2007
"ZM1788F",2008
"ZM1788F",2009
"ZM1788F_10-Feb-2007",2007
"ZM1788M",2007
"ZM178F",2003
"ZM178F",2004
"ZM178F",2005
"ZM178M",2003
"ZM1792M_18-Dec-2007",2007
"ZM179F",2003
"ZM179M",2003
"ZM179M_27-May-2009",2009
"ZM1801F_03-Nov-2007",2007
"ZM1803F",2007
"ZM1803F",2008
"ZM1803F",2009
"ZM1803F_12-Jul-2007",2007
"ZM1803M",2007
"ZM1808F_24-Jan-2008",2008
"ZM180F",2002
"ZM180M",2002
"ZM180M",2003
"ZM180M",2004
"ZM182F",2004
"ZM182F",2005
"ZM182F",2006
"ZM182M",2004
"ZM185F",2002
"ZM185F",2003
"ZM185F",2004
"ZM185M",2002
"ZM1862F",2008
"ZM1862M",2008
"ZM1862M_26-Jul-2008",2008
"ZM1863M_18-Oct-2008",2008
"ZM186F",2002
"ZM186M",2002
"ZM186M",2003
"ZM186M",2004
"ZM188F",2004
"ZM188M",2004
"ZM1906F",2009
"ZM1906M",2009
"ZM1906M_28-May-2009",2009
"ZM190F",2003
"ZM190F",2004
"ZM190F",2005
"ZM190M",2003
"ZM193F",2003
"ZM193F",2004
"ZM193F",2005
"ZM193M",2003
"ZM1940M_26-Aug-2009",2009
"ZM194F",2003
"ZM194M",2003
"ZM194M",2004
"ZM194M",2005
"ZM1953F_06-Dec-2008",2008
"ZM1957F",2008
"ZM1957M",2008
"ZM1957M_11-Mar-2008",2008
"ZM195F",2004
"ZM195M",2004
"ZM195M",2005
"ZM196F",2002
"ZM196F",2003
"ZM196F",2004
"ZM196M",2002
"ZM198F",2004
"ZM198M",2004
"ZM199F",2004
"ZM199M",2004
"ZM199M",2005
"ZM199M",2006
"ZM1_9F",2008
"ZM1_9M",2008
"ZM2003M_08-Aug-2008",2008
"ZM2006M_13-May-2009",2009
"ZM2013F_02-May-2008",2008
"ZM201F",2003
"ZM201M",2003
"ZM201M",2004
"ZM201M",2005
"ZM202F",2004
"ZM202F",2005
"ZM202F",2006
"ZM202M",2004
"ZM203F",2004
"ZM203F",2005
"ZM203M",2004
"ZM204F",2004
"ZM204M",2004
"ZM205F",2003
"ZM205F",2004
"ZM205F",2005
"ZM205M",2003
"ZM2063F",2008
"ZM2063M",2008
"ZM2063M_29-Apr-2008",2008
"ZM206F",2002
"ZM206M",2002
"ZM207F",2003
"ZM207M",2003
"ZM208F",2005
"ZM208M",2005
"ZM208M",2006
"ZM208M",2007
"ZM209F",2003
"ZM209M",2003
"ZM210F",2003
"ZM210M",2003
"ZM213F",2003
"ZM213F",2004
"ZM213F",2005
"ZM213M",2003
"ZM216F",2004
"ZM216M",2004
"ZM217F",2003
"ZM217M",2003
"ZM217M",2004
"ZM217M",2005
"ZM218F",2002
"ZM218F",2003
"ZM218F",2004
"ZM218F",2005
"ZM218M",2002
"ZM219F",2004
"ZM219F",2005
"ZM219F",2006
"ZM219M",2004
"ZM221F",2003
"ZM221M",2003
"ZM221M",2004
"ZM221M",2005
"ZM223F",2003
"ZM223M",2003
"ZM225F",2003
"ZM225M",2003
"ZM226F",2003
"ZM226M",2003
"ZM226M",2004
"ZM226M",2005
"ZM227F",2003
"ZM227M",2003
"ZM227M",2004
"ZM227M",2005
"ZM228F",2003
"ZM228M",2003
"ZM228M",2004
"ZM228M",2005
"ZM229F",2002
"ZM229M",2002
"ZM230F",2003
"ZM230F",2004
"ZM230F",2005
"ZM230M",2003
"ZM231F",2002
"ZM231M",2002
"ZM232F",2004
"ZM232M",2004
"ZM234F",2004
"ZM234M",2004
"ZM235F",2002
"ZM235M",2002
"ZM236F",2003
"ZM236M",2003
"ZM236M",2004
"ZM236M",2005
"ZM236M_12-Feb-2009",2009
"ZM238F",2002
"ZM238M",2002
"ZM239F",2004
"ZM239F",2005
"ZM239F",2006
"ZM239M",2004
"ZM240F",2003
"ZM240F",2004
"ZM240F",2005
"ZM240M",2003
"ZM241F",2003
"ZM241M",2003
"ZM242F",2003
"ZM242F",2004
"ZM242F",2005
"ZM242M",2003
"ZM243F",2004
"ZM243F",2005
"ZM243F",2006
"ZM243M",2004
"ZM244F",2003
"ZM244M",2003
"ZM244M",2004
"ZM244M",2005
"ZM246F_flA1",2003
"ZM246F_flA10",2003
"ZM246F_flA2",2003
"ZM246F_flA6",2003
"ZM246F_flB1",2003
"ZM246F_flC12",2003
"ZM246F_flC3",2003
"ZM246F_flC5",2003
"ZM246F_flC7",2003
"ZM246F_flD5",2003
"ZM247F_flA1",2003
"ZM247F_flA12",2003
"ZM247F_flA2",2003
"ZM247F_flB8",2003
"ZM247F_flB9",2003
"ZM247F_flE10",2003
"ZM247F_flE11",2003
"ZM247F_flE3",2003
"ZM247F_flF10",2003
"ZM247F_flF7",2003
"ZM247F_flG11",2003
"ZM247F_flG6",2003
"ZM247F_flH1",2003
"ZM248F",2003
"ZM248M",2003
"ZM249M_flA1",2003
"ZM249M_flC1",2003
"ZM249M_flC5",2003
"ZM249M_flD12",2003
"ZM249M_flE10",2003
"ZM249M_flE8",2003
"ZM249M_flF1",2003
"ZM251F",2004
"ZM251F",2005
"ZM251F",2006
"ZM251M",2004
"ZM252F",2004
"ZM252F",2005
"ZM252F",2006
"ZM252M",2004
"ZM254F",2004
"ZM254F",2005
"ZM254F",2006
"ZM254M",2004
"ZM257F",2003
"ZM257M",2003
"ZM258F",2003
"ZM258F",2004
"ZM258F",2005
"ZM258M",2003
"ZM259F",2003
"ZM259M",2003
"ZM260F",2004
"ZM260M",2004
"ZM262F",2004
"ZM262M",2004
"ZM263F",2003
"ZM263M",2003
"ZM264F",2004
"ZM264F",2005
"ZM264F",2006
"ZM264M",2004
"ZM266F",2003
"ZM266F",2004
"ZM266F",2005
"ZM266M",2003
"ZM268F",2004
"ZM268M",2004
"ZM268M",2005
"ZM268M",2006
"ZM26F_16-Oct-2007",2007
"ZM270F",2004
"ZM270F",2005
"ZM270F",2006
"ZM270M",2004
"ZM271F",2004
"ZM271M",2004
"ZM272M",2003
"ZM273F",2004
"ZM273M",2004
"ZM274F",2004
"ZM274F",2005
"ZM274F",2006
"ZM274M",2004
"ZM276F",2004
"ZM276F",2005
"ZM276F",2006
"ZM276M",2004
"ZM277F",2005
"ZM277M",2005
"ZM278F",2005
"ZM278M",2005
"ZM279F",2005
"ZM279M",2005
"ZM27M_02-Feb-2007",2007
"ZM280F",2005
"ZM280F",2006
"ZM280F",2007
"ZM280M",2005
"ZM282F_08-Apr-2009",2009
"ZM283F",2005
"ZM283M",2005
"ZM286F",2005
"ZM286M",2005
"ZM287F",2005
"ZM287M",2005
"ZM288F",2005
"ZM288M",2005
"ZM290F_18-May-2010",2010
"ZM292F",2005
"ZM292M",2005
"ZM294F",2005
"ZM294M",2005
"ZM296F",2005
"ZM296M",2005
"ZM299F",2005
"ZM299M",2005
"ZM310F",2005
"ZM310F",2006
"ZM310F",2007
"ZM310F_21-Sep-2005",2005
"ZM310M",2005
"ZM312F",2005
"ZM312F",2006
"ZM312F",2007
"ZM312F_07-Oct-2005",2005
"ZM312M",2005
"ZM314F",2005
"ZM314F",2006
"ZM314F",2007
"ZM314M",2005
"ZM319F",2005
"ZM319M",2005
"ZM319M",2006
"ZM319M",2007
"ZM319M_30-Nov-2005",2005
"ZM320F_13-Feb-2009",2009
"ZM321F_21-Dec-2005",2005
"ZM322F",2006
"ZM322F",2007
"ZM322F",2008
"ZM322M",2006
"ZM323F",2006
"ZM323M",2006
"ZM323M",2007
"ZM323M",2008
"ZM323M_11-Jan-2006",2006
"ZM324M",2005
"ZM326F",2007
"ZM326M",2007
"ZM326M",2008
"ZM326M",2009
"ZM326M_17-Feb-2007",2007
"ZM330F",2005
"ZM331F",2005
"ZM331F",2009
"ZM331M",2009
"ZM331M_08-Apr-2009",2009
"ZM333F_30-Sep-2008",2008
"ZM334M",2005
"ZM3471M_25-Jul-2009",2009
"ZM348M",2005
"ZM349F",2005
"ZM34F_05-Sep-2007",2007
"ZM351F",2005
"ZM3558M_30-Jan-2010",2010
"ZM3576F",2009
"ZM3576F_28-Mar-2009",2009
"ZM3576M",2009
"ZM358M",2005
"ZM360F",2005
"ZM3618F",2009
"ZM3618M",2009
"ZM3618M_18-Jun-2009",2009
"ZM361M",2005
"ZM3635F_12-Jan-2010",2010
"ZM363F",2005
"ZM3658F",2009
"ZM3658M",2009
"ZM3658M_24-Jan-2009",2009
"ZM3678F",2009
"ZM3678M",2009
"ZM3678M_17-Sep-2009",2009
"ZM367M",2005
"ZM3681F_28-Apr-2009",2009
"ZM369F",2005
"ZM3701F",2009
"ZM3701M",2009
"ZM3701M_25-Mar-2009",2009
"ZM3733F",2009
"ZM3733M",2009
"ZM3733M_15-Jul-2009",2009
"ZM373F",2005
"ZM3779M_06-Aug-2009",2009
"ZM377F",2005
"ZM37F_17-Oct-2007",2007
"ZM3802F",2009
"ZM3802M",2009
"ZM3802M_31-Oct-2009",2009
"ZM3827F",2009
"ZM3827M",2009
"ZM3827M_10-Jul-2009",2009
"ZM3841F",2009
"ZM3841F_29-May-2009",2009
"ZM3841M",2009
"ZM3863F",2009
"ZM3863F_24-Sep-2009",2009
"ZM3863M",2009
"ZM388F",2005
"ZM389M",2005
"ZM38F",2000
"ZM38F_21-Apr-2007",2007
"ZM38M",2000
"ZM394M",2005
"ZM399F",2005
"ZM39F",1999
"ZM39M",1999
"ZM3F_22-Nov-2006",2006
"ZM401F_14-Apr-2010",2010
"ZM402M",2005
"ZM403F",2006
"ZM403F",2007
"ZM403F",2008
"ZM403F",2009
"ZM403F_01-Nov-2006",2006
"ZM403M",2006
"ZM405M",2006
"ZM406M",2005
"ZM408F",2005
"ZM409M",2005
"ZM410F",2005
"ZM413M",2005
"ZM416F",2005
"ZM41F",1999
"ZM41F_17-Jan-2008",2008
"ZM41M",1999
"ZM420F",2005
"ZM4248F",2010
"ZM4248M",2010
"ZM424M",2005
"ZM429M",2005
"ZM434F",2007
"ZM434M",2007
"ZM434M_31-Jan-2007",2007
"ZM436F",2005
"ZM438F",2005
"ZM445M_05-May-2006",2006
"ZM4473F",2011
"ZM4473M",2011
"ZM448F",2009
"ZM448F_01-Apr-2009",2009
"ZM448M",2009
"ZM449F",2005
"ZM44F_09-Jun-2007",2007
"ZM452M",2005
"ZM454M",2005
"ZM455F",2005
"ZM457M",2005
"ZM45F",2000
"ZM45M",2000
"ZM460F",2006
"ZM464M",2005
"ZM468M",2005
"ZM470M",2005
"ZM472F",2005
"ZM475M",2005
"ZM479M",2005
"ZM480F",2007
"ZM480M",2007
"ZM480M",2008
"ZM480M",2009
"ZM480M_03-Mar-2007",2007
"ZM485M",2005
"ZM487M",2005
"ZM488M",2005
"ZM48F",2000
"ZM48M",2000
"ZM495F_04-Jan-2007",2007
"ZM497M",2006
"ZM498F_11-Feb-2006",2006
"ZM499M",2005
"ZM502F",2005
"ZM503F_09-Feb-2007",2007
"ZM503M",2005
"ZM504M_12-Sep-2006",2006
"ZM507F",2005
"ZM511F",2005
"ZM515F",2005
"ZM519F",2005
"ZM51F",1999
"ZM522M",2005
"ZM523M",2005
"ZM531F",2006
"ZM531F",2007
"ZM531F",2008
"ZM531M",2006
"ZM540F",2005
"ZM541M",2005
"ZM547F",2005
"ZM551M",2006
"ZM559F",2005
"ZM560F",2005
"ZM562M",2005
"ZM563M_12-Apr-2006",2006
"ZM564M",2005
"ZM566M",2005
"ZM570F",2005
"ZM57M_20-May-2008",2008
"ZM586F_13-Apr-2010",2010
"ZM59M_14-Aug-2008",2008
"ZM629M",2005
"ZM632M",2005
"ZM634F",2007
"ZM634F",2008
"ZM634F",2009
"ZM634F_24-Jul-2007",2007
"ZM634M",2007
"ZM63F_10-Jun-2008",2008
"ZM642M_17-Mar-2009",2009
"ZM645M",2005
"ZM66F",1998
"ZM66M",1998
"ZM675F",2005
"ZM67F_22-Apr-2008",2008
"ZM681F",2005
"ZM709F",2006
"ZM714M",2005
"ZM71F",1998
"ZM71M",1998
"ZM775M",2006
"ZM77M_13-Mar-2008",2008
"ZM786M",2005
"ZM801F",2005
"ZM806F",2005
"ZM814M",2005
"ZM851F_22-Apr-2006",2006
"ZM863F",2005
"ZM870F",2005
"ZM884M",2005
"ZM924F",2005
"ZM946M",2005
"ZM949F",2005
"ZM970F",2005
"ZM971F",2005
"ZM972F",2005
"ZM991M",2005
"ZM9F_22-Nov-2006",2006
